geo_accession,sample,assigned_state,tested_marker_set,n_cells,mean_marker_set_score
GSM8546904,GBM065,MCG2,MCG4,1083,0.9131705324161904
GSM8546904,GBM065,MCG2,MCG5,1083,0.8524848338673272
GSM8546904,GBM065,MCG2,MAC1,1083,0.6517997868870232
GSM8546904,GBM065,MCG2,MAC2,1083,1.4457199552611295
GSM8546904,GBM065,MCG2,E-MDSC,1083,0.5646249016154711
GSM8546904,GBM065,MCG2,M-MDSC,1083,0.43206715877377183
GSM8546904,GBM065,MCG3,MCG1,38,0.2283442656959643
GSM8546904,GBM065,MCG3,MCG2,38,0.9209083097952384
GSM8546904,GBM065,MCG3,MCG3,38,1.6008987254984894
GSM8546904,GBM065,MCG3,MCG4,38,1.095057051844277
GSM8546904,GBM065,MCG3,MCG5,38,0.6065931253626606
GSM8546904,GBM065,MCG3,MAC1,38,0.6376768406824307
GSM8546904,GBM065,MCG3,MAC2,38,0.8926777713224142
GSM8546904,GBM065,MCG3,E-MDSC,38,0.2928177357992991
GSM8546904,GBM065,MCG3,M-MDSC,38,0.16218860247543995
GSM8546904,GBM065,MCG4,MCG1,54,0.46978853169744433
GSM8546904,GBM065,MCG4,MCG2,54,1.1176689446217731
GSM8546904,GBM065,MCG4,MCG3,54,1.0477815464788995
GSM8546904,GBM065,MCG4,MCG4,54,1.5937151560846459
GSM8546904,GBM065,MCG4,MCG5,54,0.8804620317108177
GSM8546904,GBM065,MCG4,MAC1,54,0.5968392386638298
GSM8546904,GBM065,MCG4,MAC2,54,1.236492129664325
GSM8546904,GBM065,MCG4,E-MDSC,54,0.794349742080769
GSM8546904,GBM065,MCG4,M-MDSC,54,0.760641638566089
GSM8546904,GBM065,MAC2,MCG1,286,1.3497883726450328
GSM8546904,GBM065,MAC2,MCG2,286,1.6122551559630034
GSM8546904,GBM065,MAC2,MCG3,286,0.8565240141932318
GSM8546904,GBM065,MAC2,MCG4,286,1.139325806534935
GSM8546904,GBM065,MAC2,MCG5,286,0.8863786010296254
GSM8546904,GBM065,MAC2,MAC1,286,0.6987408765118449
GSM8546904,GBM065,MAC2,MAC2,286,1.918210624804315
GSM8546904,GBM065,MAC2,E-MDSC,286,0.7014791903312632
GSM8546904,GBM065,MAC2,M-MDSC,286,0.7804749732734978
GSM8546904,GBM065,E-MDSC,MCG1,458,0.5862822059467364
GSM8546904,GBM065,E-MDSC,MCG2,458,0.7339090603407814
GSM8546904,GBM065,E-MDSC,MCG3,458,0.2930815484430072
GSM8546904,GBM065,E-MDSC,MCG4,458,0.27175383185141894
GSM8546904,GBM065,E-MDSC,MCG5,458,0.590835720905598
GSM8546904,GBM065,E-MDSC,MAC1,458,0.1918965562986231
GSM8546904,GBM065,E-MDSC,MAC2,458,0.6974695133942815
GSM8546904,GBM065,E-MDSC,E-MDSC,458,1.3901910953807612
GSM8546904,GBM065,E-MDSC,M-MDSC,458,0.6908997583731847
GSM8546904,GBM065,M-MDSC,MCG1,50,0.5505949586149934
GSM8546904,GBM065,M-MDSC,MCG2,50,0.9051503640634041
GSM8546904,GBM065,M-MDSC,MCG3,50,0.2670895978079902
GSM8546904,GBM065,M-MDSC,MCG4,50,0.6577657113062853
GSM8546904,GBM065,M-MDSC,MCG5,50,0.7087552603884069
GSM8546904,GBM065,M-MDSC,MAC1,50,0.19151759594446652
GSM8546904,GBM065,M-MDSC,MAC2,50,1.2182372419864316
GSM8546904,GBM065,M-MDSC,E-MDSC,50,1.2641237481987995
GSM8546904,GBM065,M-MDSC,M-MDSC,50,1.768202491944836
GSM8546905,GBM066,MCG1,MCG1,237,1.2174122998980539
GSM8546905,GBM066,MCG1,MCG2,237,0.9417053939175918
GSM8546905,GBM066,MCG1,MCG3,237,0.24633674072761017
GSM8546905,GBM066,MCG1,MCG4,237,0.09152987819650561
GSM8546905,GBM066,MCG1,MCG5,237,0.24998511946151022
GSM8546905,GBM066,MCG1,MAC1,237,0.17824677564292585
GSM8546905,GBM066,MCG1,MAC2,237,0.6547442695762538
GSM8546905,GBM066,MCG1,E-MDSC,237,0.5423890693726781
GSM8546905,GBM066,MCG1,M-MDSC,237,0.44188760021064855
GSM8546905,GBM066,MCG2,MCG1,398,1.0633628768616508
GSM8546905,GBM066,MCG2,MCG2,398,1.4531501052009226
GSM8546905,GBM066,MCG2,MCG3,398,0.5993289270259893
GSM8546905,GBM066,MCG2,MCG4,398,0.4505334391992462
GSM8546905,GBM066,MCG2,MCG5,398,0.5745141363807474
GSM8546905,GBM066,MCG2,MAC1,398,0.3867843213848654
GSM8546905,GBM066,MCG2,MAC2,398,0.7928153248887566
GSM8546905,GBM066,MCG2,E-MDSC,398,0.5504003941064622
GSM8546905,GBM066,MCG2,M-MDSC,398,0.33738192601419575
GSM8546905,GBM066,MCG4,MCG1,95,0.33278257297187125
GSM8546905,GBM066,MCG4,MCG2,95,1.0091268031488814
GSM8546905,GBM066,MCG4,MCG3,95,1.0578165452745225
GSM8546905,GBM066,MCG4,MCG4,95,1.702572288872243
GSM8546905,GBM066,MCG4,MCG5,95,0.8628830575106438
GSM8546905,GBM066,MCG4,MAC1,95,0.7102294805120821
GSM8546905,GBM066,MCG4,MAC2,95,1.0097469570762234
GSM8546905,GBM066,MCG4,E-MDSC,95,0.6177551336796779
GSM8546905,GBM066,MCG4,M-MDSC,95,0.5050572691465679
GSM8546905,GBM066,E-MDSC,MCG1,208,0.5199505557725718
GSM8546905,GBM066,E-MDSC,MCG2,208,0.7901681951987437
GSM8546905,GBM066,E-MDSC,MCG3,208,0.4313394439411469
GSM8546905,GBM066,E-MDSC,MCG4,208,0.48601145252625966
GSM8546905,GBM066,E-MDSC,MCG5,208,0.8627703761795804
GSM8546905,GBM066,E-MDSC,MAC1,208,0.3196255171490852
GSM8546905,GBM066,E-MDSC,MAC2,208,0.59156395896123
GSM8546905,GBM066,E-MDSC,E-MDSC,208,1.5824057295297889
GSM8546905,GBM066,E-MDSC,M-MDSC,208,0.8040103018283844
GSM8546905,GBM066,M-MDSC,MCG1,38,0.8404790224954529
GSM8546905,GBM066,M-MDSC,MCG2,38,0.9321243439072486
GSM8546905,GBM066,M-MDSC,MCG3,38,0.11803946573831886
GSM8546905,GBM066,M-MDSC,MCG4,38,0.27913308976506607
GSM8546905,GBM066,M-MDSC,MCG5,38,0.5420647441295156
GSM8546905,GBM066,M-MDSC,MAC1,38,0.1355120812523556
GSM8546905,GBM066,M-MDSC,MAC2,38,0.9279381043032595
GSM8546905,GBM066,M-MDSC,E-MDSC,38,1.1072430501797836
GSM8546905,GBM066,M-MDSC,M-MDSC,38,1.6134523630142212
GSM8546915,GBM082,MCG2,MCG1,475,0.8962554179472833
GSM8546915,GBM082,MCG2,MCG2,475,1.4930196047886755
GSM8546915,GBM082,MCG2,MCG3,475,0.7255051103542522
GSM8546915,GBM082,MCG2,MCG4,475,0.8155544337634295
GSM8546915,GBM082,MCG2,MCG5,475,1.1091304605538814
GSM8546915,GBM082,MCG2,MAC1,475,0.7684537943682624
GSM8546915,GBM082,MCG2,MAC2,475,0.9140248767788987
GSM8546915,GBM082,MCG2,E-MDSC,475,0.7143084926081806
GSM8546915,GBM082,MCG2,M-MDSC,475,0.30922827731238467
GSM8546915,GBM082,MCG4,MCG1,178,0.27553969344063184
GSM8546915,GBM082,MCG4,MCG2,178,1.034676614482841
GSM8546915,GBM082,MCG4,MCG3,178,0.8045598575132128
GSM8546915,GBM082,MCG4,MCG4,178,1.5690518350528049
GSM8546915,GBM082,MCG4,MCG5,178,1.2169621126416748
GSM8546915,GBM082,MCG4,MAC1,178,0.8938999938902423
GSM8546915,GBM082,MCG4,MAC2,178,0.9647785800301726
GSM8546915,GBM082,MCG4,E-MDSC,178,0.9218237172445605
GSM8546915,GBM082,MCG4,M-MDSC,178,0.7115352420919993
GSM8546915,GBM082,MCG5,MCG1,962,0.5872790945704116
GSM8546915,GBM082,MCG5,MCG2,962,1.1941713698460426
GSM8546915,GBM082,MCG5,MCG3,962,0.7801836269089001
GSM8546915,GBM082,MCG5,MCG4,962,1.0962952265576236
GSM8546915,GBM082,MCG5,MCG5,962,1.6829937990519657
GSM8546915,GBM082,MCG5,MAC1,962,0.9212722862449929
GSM8546915,GBM082,MCG5,MAC2,962,0.9039832123488597
GSM8546915,GBM082,MCG5,E-MDSC,962,0.9413456600722252
GSM8546915,GBM082,MCG5,M-MDSC,962,0.4413535778814113
GSM8546915,GBM082,MAC2,MCG1,66,0.8387226586695835
GSM8546915,GBM082,MAC2,MCG2,66,1.32509311609745
GSM8546915,GBM082,MAC2,MCG3,66,0.7697588184580544
GSM8546915,GBM082,MAC2,MCG4,66,1.2287089644493294
GSM8546915,GBM082,MAC2,MCG5,66,1.0501777087401747
GSM8546915,GBM082,MAC2,MAC1,66,1.002631264295463
GSM8546915,GBM082,MAC2,MAC2,66,1.6897681170771188
GSM8546915,GBM082,MAC2,E-MDSC,66,0.8892035526903771
GSM8546915,GBM082,MAC2,M-MDSC,66,0.7098974785820804
GSM8546915,GBM082,E-MDSC,MCG1,601,0.32036310229556564
GSM8546915,GBM082,E-MDSC,MCG2,601,0.8348255351480987
GSM8546915,GBM082,E-MDSC,MCG3,601,0.34594930374146615
GSM8546915,GBM082,E-MDSC,MCG4,601,0.724309339014238
GSM8546915,GBM082,E-MDSC,MCG5,601,1.2319947281015855
GSM8546915,GBM082,E-MDSC,MAC1,601,0.5451505891119739
GSM8546915,GBM082,E-MDSC,MAC2,601,0.7521393683066919
GSM8546915,GBM082,E-MDSC,E-MDSC,601,1.769909744758744
GSM8546915,GBM082,E-MDSC,M-MDSC,601,1.0241880085402617
GSM8546915,GBM082,M-MDSC,MCG1,33,0.4516785983571415
GSM8546915,GBM082,M-MDSC,MCG2,33,0.8606211921173768
GSM8546915,GBM082,M-MDSC,MCG3,33,0.16564815598304827
GSM8546915,GBM082,M-MDSC,MCG4,33,0.5466055699135501
GSM8546915,GBM082,M-MDSC,MCG5,33,0.9763627458889036
GSM8546915,GBM082,M-MDSC,MAC1,33,0.37991164173228353
GSM8546915,GBM082,M-MDSC,MAC2,33,0.9724191723717943
GSM8546915,GBM082,M-MDSC,E-MDSC,33,1.361553045854635
GSM8546915,GBM082,M-MDSC,M-MDSC,33,1.7979219150864318
